NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,0,0.28510199990705587,88.09729899985541,38.15295899948978,7.434021000335633,17.806486999688786,4.6220599997468526,7.286108757157503e-10
36,1,0.3709680004249094,49.966432000474015,36.92223300004116,6.4059079995786306,21.43451499978255,5.343430000721128,1.2307222612830367e-09
36,2,0.3321349995530909,52.586922999580565,39.2487560002337,6.813389999479114,19.210148999263765,5.464849999953003,9.522111229701793e-10
40,0,0.38179000057425583,47.12931799986109,36.93329299949255,8.503555999595847,21.8717560001096,3.8867740004207008,7.04970372519618e-10
40,1,0.3621660007411265,51.06064299980062,39.7199119997822,7.186665000517678,21.35386300051323,3.87840699931985,1.7607641805344975e-09
40,2,0.4182069997114013,50.09101599989663,37.45709899976646,6.831465000686876,22.457550999206433,5.329020000317541,1.932797110203584e-09
44,0,0.26794200039148564,52.577016999748594,37.93627800041577,6.7685160001929034,19.804446999842185,5.216454999754205,5.125432379794613e-10
44,1,0.403547999667353,48.57663000075263,38.26171600030648,6.879036000100314,20.893361999696936,3.9736750004522037,3.1162687462181133e-09
44,2,0.37074800002301345,50.41395399985049,36.90181799993297,7.071693000398227,22.0005190003576,5.395442999542865,5.7147317406198e-10
48,0,0.4739089999930002,51.144389000000956,40.01554299975396,5.947038999693177,21.579328999905556,5.375768999329011,2.896730280439933e-09
48,1,0.2893509999921662,49.13004900026863,41.17673900054797,8.792315999926359,19.280473999970127,5.252789000223856,7.860392625344226e-10
48,2,0.3882269993482623,48.78647800069302,40.53451199979463,7.108922999577771,21.185225999943214,4.501267000705411,1.0241669011348352e-09
52,0,0.36437399921851465,50.32055700030469,41.60225099985837,7.3278519994346425,20.628778000173043,4.068655000082799,9.120827916901991e-10
52,1,0.5168930001673289,49.23954399964714,37.25254999972094,6.439052999667183,20.961743000043498,5.406152999967162,7.652737168419769e-10
52,2,0.36889999955747044,49.27373099963006,40.95202200005588,5.276750999655633,18.91604000047664,5.47862100029306,2.0324438110421416e-09
56,0,0.3929900003640796,48.45111599934171,39.81999499956146,6.942447000255925,20.331095999608806,5.402314000093611,9.076272255288018e-10
56,1,0.3917459998774575,52.11858599977859,44.20686299999943,7.003863999671012,21.5124400001514,4.0912570002547,6.585528810233088e-10
56,2,0.35398999989411095,48.83203400004277,43.51945599955798,8.035959999688203,21.07843799967668,4.133480999371386,6.935269669949636e-10
60,0,0.35849799951392924,48.26082200088422,39.60501199981081,6.899608999447082,23.29302300040581,4.223096999339759,3.2865788593855896e-09
60,1,0.4119300001548254,49.88616999980877,39.68334199998935,6.434604000787658,21.849859000212746,5.595454999820504,6.829729753307505e-10
60,2,0.2759099998002057,48.68704799991974,39.33234000032826,7.148728000174742,19.32515200041962,5.8614350000425475,2.622416646086625e-09
